Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene3938	GBAA_4189	gi_50196905_ref_NC_007530_2_	+	3835134	3835346	0.0	0.0	0.0
gene478	GBAA_0450	gi_50196905_ref_NC_007530_2_	+	459223	459627	0.0	0.0	0.0
gene2952	GBAA_3104	gi_50196905_ref_NC_007530_2_	+	2856033	2856503	0.0	0.0	0.0
gene3716	proS-2	gi_50196905_ref_NC_007530_2_	-	3633943	3635643	0.0	0.0	0.0
gene1351	GBAA_1363	gi_50196905_ref_NC_007530_2_	-	1301465	1301650	0.0	0.0	0.0
gene3541	GBAA_3767	gi_50196905_ref_NC_007530_2_	-	3460862	3461794	0.0	0.0	0.0
gene2686	GBAA_2811	gi_50196905_ref_NC_007530_2_	-	2606002	2607012	0.0	0.0	0.0
gene4352	GBAA_4624	gi_50196905_ref_NC_007530_2_	-	4200538	4201197	0.0	0.0	0.0
gene5062	GBAA_5353	gi_50196905_ref_NC_007530_2_	+	4847911	4848648	0.0	0.0	0.0
gene2235	GBAA_2318	gi_50196905_ref_NC_007530_2_	-	2160648	2160848	0.0	0.0	0.0
gene4461	GBAA_4739	gi_50196905_ref_NC_007530_2_	+	4310684	4310869	0.0	0.0	0.0
gene5090	GBAA_5382	gi_50196905_ref_NC_007530_2_	-	4872955	4873905	0.0	0.0	0.0
gene479	GBAA_0452	gi_50196905_ref_NC_007530_2_	+	460114	460296	0.0	0.0	0.0
gene203	GBAA_0183	gi_50196905_ref_NC_007530_2_	+	184679	185179	0.0	0.0	0.0
gene1333	GBAA_1342	gi_50196905_ref_NC_007530_2_	+	1284749	1285933	0.0	0.0	0.0
gene3542	GBAA_3768	gi_50196905_ref_NC_007530_2_	-	3461794	3462219	0.0	0.0	0.0
gene2687	GBAA_2812	gi_50196905_ref_NC_007530_2_	-	2606999	2607343	0.0	0.0	0.0
gene4939	GBAA_5219	gi_50196905_ref_NC_007530_2_	-	4736299	4737105	0.0	0.0	0.0
gene2236	GBAA_2319	gi_50196905_ref_NC_007530_2_	+	2161014	2161316	0.0	0.0	0.0
gene3149	GBAA_3335	gi_50196905_ref_NC_007530_2_	+	3071972	3072661	0.0	0.0	0.0
gene2060	narH	gi_50196905_ref_NC_007530_2_	+	1985479	1986954	0.0	0.0	0.0
gene3588	GBAA_3821	gi_50196905_ref_NC_007530_2_	-	3501321	3501992	0.0	0.0	0.0
gene204	GBAA_0184	gi_50196905_ref_NC_007530_2_	-	185196	185411	0.0	0.0	0.0
gene4683	moeA-3	gi_50196905_ref_NC_007530_2_	-	4513768	4515057	0.0	0.0	0.0
gene3939	GBAA_4190	gi_50196905_ref_NC_007530_2_	+	3835351	3837018	0.0	0.0	0.0
gene3543	GBAA_3769	gi_50196905_ref_NC_007530_2_	-	3462331	3462606	0.0	0.0	0.0
gene2688	GBAA_2813	gi_50196905_ref_NC_007530_2_	-	2607513	2607845	0.0	0.0	0.0
gene1352	GBAA_1364	gi_50196905_ref_NC_007530_2_	+	1301911	1302066	0.0	0.0	0.0
gene2237	GBAA_2320	gi_50196905_ref_NC_007530_2_	+	2161313	2161495	0.0	0.0	0.0
gene3575	GBAA_3807	gi_50196905_ref_NC_007530_2_	-	3493368	3494405	0.0	0.0	0.0
gene2061	narJ	gi_50196905_ref_NC_007530_2_	+	1986974	1987504	0.0	0.0	0.0
gene4353	mnmA	gi_50196905_ref_NC_007530_2_	-	4201308	4202423	0.0	0.0	0.0
gene4462	GBAA_4740	gi_50196905_ref_NC_007530_2_	-	4310935	4311507	0.0	0.0	0.0
gene3062	GBAA_3230	gi_50196905_ref_NC_007530_2_	+	2974747	2976120	0.0	0.0	0.0
gene205	GBAA_0185	gi_50196905_ref_NC_007530_2_	+	185820	186743	0.0	0.0	0.0
gene5263	GBAA_5569	gi_50196905_ref_NC_007530_2_	-	5054224	5054682	0.0	0.0	0.0
gene1544	panC	gi_50196905_ref_NC_007530_2_	+	1472616	1473464	0.0	0.0	0.0
gene2689	GBAA_2814	gi_50196905_ref_NC_007530_2_	-	2607908	2609977	0.0	0.0	0.0
gene3353	GBAA_3558	gi_50196905_ref_NC_007530_2_	+	3263848	3264357	0.0	0.0	0.0
gene3462	sspO	gi_50196905_ref_NC_007530_2_	+	3383216	3383365	0.0	0.0	0.0
gene2238	GBAA_2321	gi_50196905_ref_NC_007530_2_	+	2161614	2162804	0.0	0.0	0.0
gene2062	narI	gi_50196905_ref_NC_007530_2_	+	1987522	1988211	0.0	0.0	0.0
gene4718	GBAA_5009	gi_50196905_ref_NC_007530_2_	-	4547063	4547866	0.0	0.0	0.0
gene2956	GBAA_3109	gi_50196905_ref_NC_007530_2_	+	2859865	2860098	0.0	0.0	0.0
gene2800	GBAA_2936	gi_50196905_ref_NC_007530_2_	-	2703881	2704819	0.0	0.0	0.0
gene1545	panD	gi_50196905_ref_NC_007530_2_	+	1473477	1473860	0.0	0.0	0.0
gene5354	GBAA_5669	gi_50196905_ref_NC_007530_2_	-	5153663	5154403	0.0	0.0	0.0
gene4583	GBAA_4870	gi_50196905_ref_NC_007530_2_	-	4428048	4428476	0.0	0.0	0.0
gene2239	GBAA_2322	gi_50196905_ref_NC_007530_2_	+	2162836	2163366	0.0	0.0	0.0
gene1334	GBAA_1343	gi_50196905_ref_NC_007530_2_	+	1285974	1286756	0.0	0.0	0.0
gene2063	GBAA_2129	gi_50196905_ref_NC_007530_2_	+	1988543	1988929	0.0	0.0	0.0
gene3827	GBAA_4070	gi_50196905_ref_NC_007530_2_	+	3749247	3749453	0.0	0.0	0.0
gene3576	GBAA_3809	gi_50196905_ref_NC_007530_2_	-	3494637	3494876	0.0	0.0	0.0
gene3685	GBAA_3923	gi_50196905_ref_NC_007530_2_	-	3598085	3599359	0.0	0.0	0.0
gene2957	GBAA_3110	gi_50196905_ref_NC_007530_2_	-	2860235	2861563	0.0	0.0	0.0
gene4048	GBAA_4303	gi_50196905_ref_NC_007530_2_	-	3930732	3931184	0.0	0.0	0.0
gene1386	GBAA_1400	gi_50196905_ref_NC_007530_2_	-	1328207	1328380	0.0	0.0	0.0
gene3546	GBAA_3774	gi_50196905_ref_NC_007530_2_	-	3468876	3471311	0.0	0.0	0.0
gene2064	GBAA_2130	gi_50196905_ref_NC_007530_2_	+	1988926	1989792	0.0	0.0	0.0
gene3354	GBAA_3559	gi_50196905_ref_NC_007530_2_	+	3264451	3265128	0.0	0.0	0.0
gene3463	GBAA_3679	gi_50196905_ref_NC_007530_2_	-	3383407	3384048	0.0	0.0	0.0
gene2958	GBAA_3111	gi_50196905_ref_NC_007530_2_	-	2861677	2862555	0.0	0.0	0.0
gene2802	GBAA_2938	gi_50196905_ref_NC_007530_2_	-	2705426	2705926	0.0	0.0	0.0
gene3547	GBAA_3775	gi_50196905_ref_NC_007530_2_	-	3471526	3472773	0.0	0.0	0.0
gene3683	fabG	gi_50196905_ref_NC_007530_2_	-	3595981	3596694	0.0	0.0	0.0
gene4531	GBAA_4814	gi_50196905_ref_NC_007530_2_	+	4377372	4377989	0.0	0.0	0.0
gene5336	GBAA_5651	gi_50196905_ref_NC_007530_2_	-	5134052	5134861	0.0	0.0	0.0
gene2065	GBAA_2131	gi_50196905_ref_NC_007530_2_	+	1989782	1990252	0.0	0.0	0.0
gene5355	GBAA_5670	gi_50196905_ref_NC_007530_2_	-	5154419	5155519	0.0	0.0	0.0
gene3968	comI	gi_50196905_ref_NC_007530_2_	-	3862418	3862852	0.0	0.0	0.0
gene3719	cdsA	gi_50196905_ref_NC_007530_2_	-	3638192	3638983	0.0	0.0	0.0
gene2959	GBAA_3112	gi_50196905_ref_NC_007530_2_	-	2862559	2863071	0.0	0.0	0.0
gene2803	GBAA_2939	gi_50196905_ref_NC_007530_2_	-	2705961	2706506	0.0	0.0	0.0
gene3548	GBAA_3776	gi_50196905_ref_NC_007530_2_	-	3472789	3472950	0.0	0.0	0.0
gene4355	GBAA_4627	gi_50196905_ref_NC_007530_2_	-	4203621	4204037	0.0	0.0	0.0
gene4464	GBAA_4742	gi_50196905_ref_NC_007530_2_	+	4312717	4313382	0.0	0.0	0.0
gene2066	GBAA_2132	gi_50196905_ref_NC_007530_2_	-	1990812	1991492	0.0	0.0	0.0
gene480	GBAA_0453	gi_50196905_ref_NC_007530_2_	+	460328	460702	0.0	0.0	0.0
gene4386	nadC	gi_50196905_ref_NC_007530_2_	-	4236594	4237427	0.0	0.0	0.0
gene2245	GBAA_2331	gi_50196905_ref_NC_007530_2_	-	2168898	2169035	0.0	0.0	0.0
gene2804	GBAA_2940	gi_50196905_ref_NC_007530_2_	-	2706522	2707223	0.0	0.0	0.0
gene3549	GBAA_3777	gi_50196905_ref_NC_007530_2_	-	3472994	3473365	0.0	0.0	0.0
gene5319	GBAA_5633	gi_50196905_ref_NC_007530_2_	+	5119909	5120601	0.0	0.0	0.0
gene2067	narA-1	gi_50196905_ref_NC_007530_2_	+	1991783	1992796	0.0	0.0	0.0
gene481	GBAA_0454	gi_50196905_ref_NC_007530_2_	+	460808	461164	0.0	0.0	0.0
gene4687	GBAA_4978	gi_50196905_ref_NC_007530_2_	-	4517884	4519293	0.0	0.0	0.0
gene5356	GBAA_5671	gi_50196905_ref_NC_007530_2_	-	5155598	5156998	0.0	0.0	0.0
gene4246	GBAA_4509	gi_50196905_ref_NC_007530_2_	-	4102271	4103581	0.0	0.0	0.0
gene2805	GBAA_2941	gi_50196905_ref_NC_007530_2_	-	2707240	2707923	0.0	0.0	0.0
gene1355	GBAA_1367	gi_50196905_ref_NC_007530_2_	+	1303617	1303811	0.0	0.0	0.0
gene3578	GBAA_3811	gi_50196905_ref_NC_007530_2_	-	3495445	3495729	0.0	0.0	0.0
gene4356	GBAA_4628	gi_50196905_ref_NC_007530_2_	+	4204330	4205616	0.0	0.0	0.0
gene2068	GBAA_2134	gi_50196905_ref_NC_007530_2_	+	1992814	1993827	0.0	0.0	0.0
gene482	GBAA_0455	gi_50196905_ref_NC_007530_2_	+	461355	461507	0.0	0.0	0.0
gene4904	GBAA_5183	gi_50196905_ref_NC_007530_2_	-	4708725	4709402	0.0	0.0	0.0
gene2806	GBAA_2942	gi_50196905_ref_NC_007530_2_	-	2708289	2708549	0.0	0.0	0.0
gene2670	rpiA	gi_50196905_ref_NC_007530_2_	+	2593706	2594368	0.0	0.0	0.0
gene4985	GBAA_5270	gi_50196905_ref_NC_007530_2_	-	4775731	4775970	0.0	0.0	0.0
gene2069	moeA-1	gi_50196905_ref_NC_007530_2_	+	1993870	1995159	0.0	0.0	0.0
gene1898	GBAA_1952	gi_50196905_ref_NC_007530_2_	+	1838333	1839595	0.0	0.0	0.0
gene483	GBAA_0456	gi_50196905_ref_NC_007530_2_	+	461623	461793	0.0	0.0	0.0
gene4104	sdhB-2	gi_50196905_ref_NC_007530_2_	-	3981079	3981738	0.0	0.0	0.0
gene2465	GBAA_2567	gi_50196905_ref_NC_007530_2_	+	2388372	2388746	0.0	0.0	0.0
gene2807	GBAA_2944	gi_50196905_ref_NC_007530_2_	+	2708767	2709594	0.0	0.0	0.0
gene2671	GBAA_2792	gi_50196905_ref_NC_007530_2_	+	2594476	2594910	0.0	0.0	0.0
gene5357	GBAA_5672	gi_50196905_ref_NC_007530_2_	+	5157270	5157902	0.0	0.0	0.0
gene4155	spoIIIAC	gi_50196905_ref_NC_007530_2_	-	4027941	4028144	0.0	0.0	0.0
gene970	GBAA_0930	gi_50196905_ref_NC_007530_2_	+	943131	943382	0.0	0.0	0.0
gene1465	GBAA_1482	gi_50196905_ref_NC_007530_2_	-	1400214	1402025	0.0	0.0	0.0
gene3899	GBAA_4148	gi_50196905_ref_NC_007530_2_	+	3800046	3800411	0.0	0.0	0.0
gene484	GBAA_0457	gi_50196905_ref_NC_007530_2_	+	461821	462303	0.0	0.0	0.0
gene3688	GBAA_3926	gi_50196905_ref_NC_007530_2_	-	3601568	3603100	0.0	0.0	0.0
gene4357	GBAA_4629	gi_50196905_ref_NC_007530_2_	+	4205654	4206295	0.0	0.0	0.0
gene4466	GBAA_4744	gi_50196905_ref_NC_007530_2_	-	4313991	4315211	0.0	0.0	0.0
gene2808	GBAA_2945	gi_50196905_ref_NC_007530_2_	+	2709754	2710416	0.0	0.0	0.0
gene2672	GBAA_2793	gi_50196905_ref_NC_007530_2_	-	2595041	2596408	0.0	0.0	0.0
gene3084	GBAA_3258	gi_50196905_ref_NC_007530_2_	+	2998438	2999697	0.0	0.0	0.0
gene5140	GBAA_5436	gi_50196905_ref_NC_007530_2_	+	4923962	4924699	0.0	0.0	0.0
gene971	GBAA_0931	gi_50196905_ref_NC_007530_2_	+	943391	944134	0.0	0.0	0.0
gene3357	GBAA_3563	gi_50196905_ref_NC_007530_2_	-	3267426	3268079	0.0	0.0	0.0
gene4432	GBAA_4709	gi_50196905_ref_NC_007530_2_	-	4286088	4286240	0.0	0.0	0.0
gene2809	GBAA_2946	gi_50196905_ref_NC_007530_2_	+	2710527	2711198	0.0	0.0	0.0
gene2673	GBAA_2794	gi_50196905_ref_NC_007530_2_	-	2596846	2597364	0.0	0.0	0.0
gene3776	GBAA_4018	gi_50196905_ref_NC_007530_2_	+	3697046	3698431	0.0	0.0	0.0
gene972	GBAA_0932	gi_50196905_ref_NC_007530_2_	+	944188	944514	0.0	0.0	0.0
gene5358	GBAA_5673	gi_50196905_ref_NC_007530_2_	+	5158033	5159334	0.0	0.0	0.0
gene486	54	gi_50196905_ref_NC_007530_2_	+	463434	463736	0.0	0.0	0.0
gene2980	ansA-2	gi_50196905_ref_NC_007530_2_	-	2883424	2884428	0.0	0.0	0.0
gene1466	deoD	gi_50196905_ref_NC_007530_2_	-	1402182	1402889	0.0	0.0	0.0
gene3689	GBAA_3927	gi_50196905_ref_NC_007530_2_	-	3603209	3604276	0.0	0.0	0.0
gene4358	GBAA_4630	gi_50196905_ref_NC_007530_2_	-	4206590	4207357	0.0	0.0	0.0
gene4674	GBAA_4965	gi_50196905_ref_NC_007530_2_	-	4509183	4509365	0.0	0.0	0.0
gene4467	GBAA_4745	gi_50196905_ref_NC_007530_2_	-	4315214	4316098	0.0	0.0	0.0
gene973	GBAA_0933	gi_50196905_ref_NC_007530_2_	+	944715	945575	0.0	0.0	0.0
gene4885	GBAA_5162	gi_50196905_ref_NC_007530_2_	+	4693319	4693798	0.0	0.0	0.0
gene487	GBAA_0462	gi_50196905_ref_NC_007530_2_	+	463733	463900	0.0	0.0	0.0
gene5066	GBAA_5357	gi_50196905_ref_NC_007530_2_	+	4851712	4852041	0.0	0.0	0.0
gene2981	ansR	gi_50196905_ref_NC_007530_2_	+	2884612	2884989	0.0	0.0	0.0
gene4927	GBAA_5206	gi_50196905_ref_NC_007530_2_	+	4725160	4726143	0.0	0.0	0.0
gene3530	GBAA_3752	gi_50196905_ref_NC_007530_2_	-	3452850	3453089	0.0	0.0	0.0
gene2675	GBAA_2797	gi_50196905_ref_NC_007530_2_	-	2598306	2598701	0.0	0.0	0.0
gene5251	GBAA_5556	gi_50196905_ref_NC_007530_2_	-	5044995	5045108	0.0	0.0	0.0
gene974	GBAA_0934	gi_50196905_ref_NC_007530_2_	+	945572	946858	0.0	0.0	0.0
gene2358	GBAA_2451	gi_50196905_ref_NC_007530_2_	-	2282198	2282422	0.0	0.0	0.0
gene4205	GBAA_4468	gi_50196905_ref_NC_007530_2_	+	4063092	4063334	0.0	0.0	0.0
gene488	GBAA_0464	gi_50196905_ref_NC_007530_2_	+	464144	464515	0.0	0.0	0.0
gene2982	GBAA_3140	gi_50196905_ref_NC_007530_2_	-	2885533	2886174	0.0	0.0	0.0
gene4105	GBAA_4362	gi_50196905_ref_NC_007530_2_	-	3981776	3981931	0.0	0.0	0.0
gene1531	GBAA_1550	gi_50196905_ref_NC_007530_2_	+	1461712	1462500	0.0	0.0	0.0
gene1467	GBAA_1484	gi_50196905_ref_NC_007530_2_	+	1403250	1404605	0.0	0.0	0.0
gene975	GBAA_0935	gi_50196905_ref_NC_007530_2_	+	946891	947058	0.0	0.0	0.0
gene3805	GBAA_4047	gi_50196905_ref_NC_007530_2_	-	3726503	3727300	0.0	0.0	0.0
gene700	rbsK	gi_50196905_ref_NC_007530_2_	+	683212	684108	0.0	0.0	0.0
gene489	GBAA_0465	gi_50196905_ref_NC_007530_2_	+	464512	466200	0.0	0.0	0.0
gene2983	GBAA_3141	gi_50196905_ref_NC_007530_2_	-	2886341	2887756	0.0	0.0	0.0
gene3905	ctaC	gi_50196905_ref_NC_007530_2_	-	3805529	3806578	0.0	0.0	0.0
gene4684	moaC	gi_50196905_ref_NC_007530_2_	+	4515141	4515626	0.0	0.0	0.0
gene3532	lexA	gi_50196905_ref_NC_007530_2_	+	3453933	3454553	0.0	0.0	0.0
gene2677	GBAA_2801	gi_50196905_ref_NC_007530_2_	-	2600039	2600374	0.0	0.0	0.0
gene3922	GBAA_4171	gi_50196905_ref_NC_007530_2_	-	3822507	3822776	0.0	0.0	0.0
gene976	GBAA_0936	gi_50196905_ref_NC_007530_2_	+	947185	947601	0.0	0.0	0.0
gene5339	hom-2	gi_50196905_ref_NC_007530_2_	-	5136670	5137923	0.0	0.0	0.0
gene2050	GBAA_2116	gi_50196905_ref_NC_007530_2_	-	1973086	1973544	0.0	0.0	0.0
gene2359	GBAA_2452	gi_50196905_ref_NC_007530_2_	+	2283059	2283364	0.0	0.0	0.0
gene2984	brnQ-5	gi_50196905_ref_NC_007530_2_	-	2888030	2889382	0.0	0.0	0.0
gene1533	GBAA_1552	gi_50196905_ref_NC_007530_2_	+	1463395	1464036	0.0	0.0	0.0
gene2678	GBAA_2802	gi_50196905_ref_NC_007530_2_	-	2600387	2600791	0.0	0.0	0.0
gene2605	GBAA_2722	gi_50196905_ref_NC_007530_2_	+	2529059	2529241	0.0	0.0	0.0
gene977	GBAA_0937	gi_50196905_ref_NC_007530_2_	+	947623	947967	0.0	0.0	0.0
gene701	rbsD	gi_50196905_ref_NC_007530_2_	+	684105	684500	0.0	0.0	0.0
gene5252	upp	gi_50196905_ref_NC_007530_2_	-	5045480	5046109	0.0	0.0	0.0
gene2985	proC	gi_50196905_ref_NC_007530_2_	-	2889580	2890410	0.0	0.0	0.0
gene61	GBAA_0054	gi_50196905_ref_NC_007530_2_	+	58957	60558	0.0	0.0	0.0
gene5093	GBAA_5385	gi_50196905_ref_NC_007530_2_	-	4875854	4876312	0.0	0.0	0.0
gene1534	GBAA_1553	gi_50196905_ref_NC_007530_2_	-	1464065	1464946	0.0	0.0	0.0
gene2679	GBAA_2803	gi_50196905_ref_NC_007530_2_	+	2601039	2602424	0.0	0.0	0.0
gene4786	GBAA_5083	gi_50196905_ref_NC_007530_2_	-	4602646	4603224	0.0	0.0	0.0
gene978	GBAA_0938	gi_50196905_ref_NC_007530_2_	-	948302	949075	0.0	0.0	0.0
gene702	rbsA	gi_50196905_ref_NC_007530_2_	+	684519	686003	0.0	0.0	0.0
gene4249	GBAA_4512	gi_50196905_ref_NC_007530_2_	-	4105612	4106733	0.0	0.0	0.0
gene5367	GBAA_5684	gi_50196905_ref_NC_007530_2_	+	5169749	5170720	0.0	0.0	0.0
gene2986	GBAA_3144	gi_50196905_ref_NC_007530_2_	-	2890726	2891076	0.0	0.0	0.0
gene1535	GBAA_1554	gi_50196905_ref_NC_007530_2_	+	1465299	1465670	0.0	0.0	0.0
gene4688	GBAA_4979	gi_50196905_ref_NC_007530_2_	-	4519467	4519790	0.0	0.0	0.0
gene4006	GBAA_4260	gi_50196905_ref_NC_007530_2_	-	3896888	3897220	0.0	0.0	0.0
gene979	GBAA_0939	gi_50196905_ref_NC_007530_2_	+	949198	949965	0.0	0.0	0.0
gene2053	bsaA	gi_50196905_ref_NC_007530_2_	+	1975109	1975591	0.0	0.0	0.0
gene3811	murE	gi_50196905_ref_NC_007530_2_	-	3733098	3734573	0.0	0.0	0.0
gene2987	GBAA_3145	gi_50196905_ref_NC_007530_2_	-	2891241	2892485	0.0	0.0	0.0
gene1536	dapB	gi_50196905_ref_NC_007530_2_	+	1465670	1466470	0.0	0.0	0.0
gene2360	GBAA_2453	gi_50196905_ref_NC_007530_2_	+	2283459	2284769	0.0	0.0	0.0
gene704	rbsB	gi_50196905_ref_NC_007530_2_	+	686956	687882	0.0	0.0	0.0
gene3986	GBAA_4240	gi_50196905_ref_NC_007530_2_	-	3881394	3882569	0.0	0.0	0.0
gene4988	GBAA_5273	gi_50196905_ref_NC_007530_2_	+	4777983	4778426	0.0	0.0	0.0
gene830	GBAA_0778	gi_50196905_ref_NC_007530_2_	+	795771	795998	0.0	0.0	0.0
gene1537	mgsA	gi_50196905_ref_NC_007530_2_	+	1466485	1466880	0.0	0.0	0.0
gene2361	GBAA_2454	gi_50196905_ref_NC_007530_2_	+	2284747	2285616	0.0	0.0	0.0
gene4755	cydA-2	gi_50196905_ref_NC_007530_2_	+	4576338	4577687	0.0	0.0	0.0
gene705	GBAA_0670	gi_50196905_ref_NC_007530_2_	+	687917	688564	0.0	0.0	0.0
gene4383	GBAA_4658	gi_50196905_ref_NC_007530_2_	-	4232496	4233122	0.0	0.0	0.0
gene3740	GBAA_3981	gi_50196905_ref_NC_007530_2_	-	3658136	3658363	0.0	0.0	0.0
gene1538	GBAA_1557	gi_50196905_ref_NC_007530_2_	+	1466892	1467596	0.0	0.0	0.0
gene2362	GBAA_2455	gi_50196905_ref_NC_007530_2_	-	2285656	2285814	0.0	0.0	0.0
gene706	GBAA_0672	gi_50196905_ref_NC_007530_2_	+	688881	691280	0.0	0.0	0.0
gene4689	GBAA_4980	gi_50196905_ref_NC_007530_2_	-	4519811	4520035	0.0	0.0	0.0
gene450	GBAA_0421	gi_50196905_ref_NC_007530_2_	-	440854	441981	0.0	0.0	0.0
gene3141	GBAA_3324	gi_50196905_ref_NC_007530_2_	-	3062030	3062530	0.0	0.0	0.0
gene4607	GBAA_4895	gi_50196905_ref_NC_007530_2_	-	4447742	4448173	0.0	0.0	0.0
gene1539	GBAA_1558	gi_50196905_ref_NC_007530_2_	+	1467593	1468738	0.0	0.0	0.0
gene4874	GBAA_5151	gi_50196905_ref_NC_007530_2_	+	4676349	4677185	0.0	0.0	0.0
gene2363	GBAA_2457	gi_50196905_ref_NC_007530_2_	+	2286119	2286712	0.0	0.0	0.0
gene4807	GBAA_5106	gi_50196905_ref_NC_007530_2_	-	4626303	4627001	0.0	0.0	0.0
gene707	GBAA_0673	gi_50196905_ref_NC_007530_2_	+	691599	691940	0.0	0.0	0.0
gene4741	GBAA_5036	gi_50196905_ref_NC_007530_2_	+	4567061	4568038	0.0	0.0	0.0
gene451	GBAA_0422	gi_50196905_ref_NC_007530_2_	+	442195	442377	0.0	0.0	0.0
gene5142	GBAA_5438	gi_50196905_ref_NC_007530_2_	-	4927697	4928110	0.0	0.0	0.0
gene3253	GBAA_3446	gi_50196905_ref_NC_007530_2_	-	3170572	3171411	0.0	0.0	0.0
gene2364	GBAA_2458	gi_50196905_ref_NC_007530_2_	+	2287062	2288138	0.0	0.0	0.0
gene3810	mraY	gi_50196905_ref_NC_007530_2_	-	3732101	3733075	0.0	0.0	0.0
gene4087	GBAA_4342	gi_50196905_ref_NC_007530_2_	-	3964326	3964706	0.0	0.0	0.0
gene708	GBAA_0674	gi_50196905_ref_NC_007530_2_	-	691978	693150	0.0	0.0	0.0
gene452	fumA	gi_50196905_ref_NC_007530_2_	+	442584	444104	0.0	0.0	0.0
gene3272	GBAA_3465	gi_50196905_ref_NC_007530_2_	-	3187314	3188138	0.0	0.0	0.0
gene2620	GBAA_2739	gi_50196905_ref_NC_007530_2_	+	2555404	2555775	0.0	0.0	0.0
gene2365	GBAA_2459	gi_50196905_ref_NC_007530_2_	+	2288163	2288996	0.0	0.0	0.0
gene3807	murG	gi_50196905_ref_NC_007530_2_	-	3728366	3729460	0.0	0.0	0.0
gene709	GBAA_0675	gi_50196905_ref_NC_007530_2_	+	693376	694428	0.0	0.0	0.0
gene453	GBAA_0424	gi_50196905_ref_NC_007530_2_	+	444231	445013	0.0	0.0	0.0
gene4742	GBAA_5037	gi_50196905_ref_NC_007530_2_	+	4568050	4568814	0.0	0.0	0.0
gene5273	spo0F	gi_50196905_ref_NC_007530_2_	-	5064628	5064996	0.0	0.0	0.0
gene4811	GBAA_5110	gi_50196905_ref_NC_007530_2_	-	4630904	4631716	0.0	0.0	0.0
gene2621	GBAA_2740	gi_50196905_ref_NC_007530_2_	-	2555834	2557003	0.0	0.0	0.0
gene4366	GBAA_4640	gi_50196905_ref_NC_007530_2_	-	4217336	4218232	0.0	0.0	0.0
gene980	GBAA_0942	gi_50196905_ref_NC_007530_2_	+	950318	950473	0.0	0.0	0.0
gene3956	ppk	gi_50196905_ref_NC_007530_2_	-	3849145	3851253	0.0	0.0	0.0
gene3742	ffH	gi_50196905_ref_NC_007530_2_	-	3658751	3660100	0.0	0.0	0.0
gene3387	GBAA_3595	gi_50196905_ref_NC_007530_2_	-	3299990	3300880	0.0	0.0	0.0
gene2622	GBAA_2741	gi_50196905_ref_NC_007530_2_	+	2557213	2557617	0.0	0.0	0.0
gene2367	GBAA_2462	gi_50196905_ref_NC_007530_2_	+	2290838	2291143	0.0	0.0	0.0
gene981	GBAA_0943	gi_50196905_ref_NC_007530_2_	-	950645	951220	0.0	0.0	0.0
gene3749	fabD	gi_50196905_ref_NC_007530_2_	-	3667138	3668082	0.0	0.0	0.0
gene455	GBAA_0426	gi_50196905_ref_NC_007530_2_	+	445947	447326	0.0	0.0	0.0
gene1520	aroF-1	gi_50196905_ref_NC_007530_2_	+	1451736	1452908	0.0	0.0	0.0
gene2368	GBAA_2463	gi_50196905_ref_NC_007530_2_	+	2291155	2292441	0.0	0.0	0.0
gene4812	menD	gi_50196905_ref_NC_007530_2_	-	4631713	4633467	0.0	0.0	0.0
gene982	GBAA_0944	gi_50196905_ref_NC_007530_2_	+	951363	952823	0.0	0.0	0.0
gene703	rbsC	gi_50196905_ref_NC_007530_2_	+	686006	686941	0.0	0.0	0.0
gene4670	GBAA_4961	gi_50196905_ref_NC_007530_2_	+	4506274	4507710	0.0	0.0	0.0
gene456	GBAA_0427	gi_50196905_ref_NC_007530_2_	-	447387	448511	0.0	0.0	0.0
gene4599	GBAA_4887	gi_50196905_ref_NC_007530_2_	+	4440125	4440559	0.0	0.0	0.0
gene3743	GBAA_3984	gi_50196905_ref_NC_007530_2_	-	3660113	3660445	0.0	0.0	0.0
gene3812	GBAA_4054	gi_50196905_ref_NC_007530_2_	-	3734782	3736698	0.0	0.0	0.0
gene4385	nadA	gi_50196905_ref_NC_007530_2_	-	4235457	4236563	0.0	0.0	0.0
gene2624	GBAA_2743	gi_50196905_ref_NC_007530_2_	-	2558215	2559282	0.0	0.0	0.0
gene2369	GBAA_2464	gi_50196905_ref_NC_007530_2_	+	2292521	2292787	0.0	0.0	0.0
gene3131	GBAA_3314	gi_50196905_ref_NC_007530_2_	-	3051325	3052353	0.0	0.0	0.0
gene3570	GBAA_3802	gi_50196905_ref_NC_007530_2_	-	3487010	3488149	0.0	0.0	0.0
gene457	GBAA_0428	gi_50196905_ref_NC_007530_2_	-	449227	449571	0.0	0.0	0.0
gene413	GBAA_0384	gi_50196905_ref_NC_007530_2_	+	402619	404163	0.0	0.0	0.0
gene2971	GBAA_3126	gi_50196905_ref_NC_007530_2_	-	2875756	2875908	0.0	0.0	0.0
gene2625	GBAA_2744	gi_50196905_ref_NC_007530_2_	-	2559337	2559834	0.0	0.0	0.0
gene1521	aroB	gi_50196905_ref_NC_007530_2_	+	1452908	1453999	0.0	0.0	0.0
gene4744	GBAA_5039	gi_50196905_ref_NC_007530_2_	-	4569648	4569875	0.0	0.0	0.0
gene458	GBAA_0429	gi_50196905_ref_NC_007530_2_	+	450106	451281	0.0	0.0	0.0
