Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene293	LOC100720003	NT_175940_1	-	123501	124436	0.0	0.0	0.0
gene294	LOC100720279	NT_175940_1	-	141902	142762	0.0	0.0	0.0
gene295	LOC100720554	NT_175942_1	-	43565	82213	0.0	0.0	0.0
gene296	LOC101788752	NT_175949_1	+	12540	13250	0.0	0.0	0.0
gene300	LOC101788861	NT_175952_1	-	111408	113321	0.0	0.0	0.0
gene301	LOC100722758	NT_175952_1	-	173323	178263	0.0	0.0	0.0
gene304	LOC100723027	NT_175954_1	+	120946	148346	0.0	0.0	0.0
gene302	LOC101788934	NT_175954_1	-	77049	83179	0.0	0.0	0.0
gene303	LOC101788960	NT_175954_1	-	83307	93551	0.0	0.0	0.0
gene305	LOC100723301	NT_175955_1	-	674	27587	0.0	0.0	0.0
gene306	LOC100723855	NT_175956_1	+	141747	153151	0.0	0.0	0.0
gene309	LOC100724691	NT_175967_1	-	67628	68920	0.0	0.0	0.0
gene315	Zcchc14	NT_175985_1	-	117114	160283	0.0	0.0	0.0
gene311	LOC101789222	NT_175985_1	-	56225	63323	0.0	0.0	0.0
gene314	Map1lc3b	NT_175985_1	+	107247	114935	0.0	0.0	0.0
gene312	Fbxo31	NT_175985_1	-	71206	101891	0.0	0.0	0.0
gene318	Tsga13	NT_175987_1	+	91412	112848	0.0	0.0	0.0
gene317	Klf14	NT_175987_1	+	34948	35397	0.0	0.0	0.0
gene327	LOC100729948	NT_175993_1	+	191627	194843	0.0	0.0	0.0
gene321	LOC101787123	NT_175993_1	+	3861	4388	0.0	0.0	0.0
gene326	LOC100729678	NT_175993_1	+	167433	170500	0.0	0.0	0.0
gene330	LOC101787456	NT_175995_1	+	88710	97177	0.0	0.0	0.0
gene333	LOC100730770	NT_175995_1	+	202494	217159	0.0	0.0	0.0
gene331	LOC101787477	NT_175995_1	+	129428	150949	0.0	0.0	0.0
gene328	LOC100730223	NT_175995_1	+	47462	51349	0.0	0.0	0.0
gene332	LOC101787364	NT_175995_1	+	151359	151787	0.0	0.0	0.0
gene335	Piwil1	NT_175997_1	-	29503	67074	0.0	0.0	0.0
gene336	Fzd10	NT_175997_1	-	127526	130005	0.0	0.0	0.0
gene337	LOC100732144	NT_175999_1	-	70793	72658	0.0	0.0	0.0
gene338	LOC100734289	NT_176003_1	+	91216	92115	0.0	0.0	0.0
gene342	LOC100733825	NT_176003_1	-	136079	137020	0.0	0.0	0.0
gene340	LOC100734847	NT_176003_1	-	105954	106889	0.0	0.0	0.0
gene345	LOC100735966	NT_176003_1	+	234823	235743	0.0	0.0	0.0
gene339	LOC100734569	NT_176003_1	-	99561	100822	0.0	0.0	0.0
gene343	LOC100735406	NT_176003_1	-	138755	181962	0.0	0.0	0.0
gene341	LOC100735129	NT_176003_1	-	120762	121697	0.0	0.0	0.0
gene346	LOC100712864	NT_176003_1	-	261769	265067	0.0	0.0	0.0
gene349	LOC100713971	NT_176012_1	-	20054	22721	0.0	0.0	0.0
gene347	LOC101787919	NT_176012_1	+	237	4940	0.0	0.0	0.0
gene348	LOC100713693	NT_176012_1	+	4247	19121	0.0	0.0	0.0
gene352	LOC101787964	NT_176012_1	+	202456	204258	0.0	0.0	0.0
gene370	Tjp3	NT_176013_1	+	244151	253657	0.0	0.0	0.0
gene355	LOC101788475	NT_176013_1	+	45643	47191	0.0	0.0	0.0
gene364	Hmg20b	NT_176013_1	+	171478	176475	0.0	0.0	0.0
gene369	Pip5k1c	NT_176013_1	-	207278	240729	0.0	0.0	0.0
gene353	Gna15	NT_176013_1	-	951	7206	0.0	0.0	0.0
gene358	Tle6	NT_176013_1	-	81004	83672	0.0	0.0	0.0
gene362	LOC100716488	NT_176013_1	+	154640	156571	0.0	0.0	0.0
gene367	Tbxa2r	NT_176013_1	-	183788	194879	0.0	0.0	0.0
gene356	Aes	NT_176013_1	+	47303	52802	0.0	0.0	0.0
gene360	LOC100716202	NT_176013_1	-	102659	103416	0.0	0.0	0.0
gene365	Gipc3	NT_176013_1	+	176604	180937	0.0	0.0	0.0
gene359	LOC101788231	NT_176013_1	-	101227	102630	0.0	0.0	0.0
gene363	Mfsd12	NT_176013_1	-	156575	164044	0.0	0.0	0.0
gene368	Cactin	NT_176013_1	-	197976	205601	0.0	0.0	0.0
gene366	LOC101788658	NT_176013_1	+	180939	182585	0.0	0.0	0.0
gene375	LOC100720092	NT_176017_1	+	72926	73764	0.0	0.0	0.0
gene384	LOC100722023	NT_176017_1	-	222963	223997	0.0	0.0	0.0
gene373	LOC100718710	NT_176017_1	+	23646	24710	0.0	0.0	0.0
gene378	LOC100720911	NT_176017_1	+	108910	110213	0.0	0.0	0.0
gene382	LOC100719540	NT_176017_1	+	188510	189540	0.0	0.0	0.0
gene376	LOC100720375	NT_176017_1	+	83883	84919	0.0	0.0	0.0
gene380	LOC100721742	NT_176017_1	+	150005	151037	0.0	0.0	0.0
gene374	LOC100718984	NT_176017_1	+	54939	55970	0.0	0.0	0.0
gene379	LOC100721461	NT_176017_1	-	132030	146063	0.0	0.0	0.0
gene383	LOC100719816	NT_176017_1	-	212970	213981	0.0	0.0	0.0
gene372	LOC101788891	NT_176017_1	-	12388	18827	0.0	0.0	0.0
gene377	LOC100720648	NT_176017_1	+	98857	99930	0.0	0.0	0.0
gene381	LOC100719263	NT_176017_1	+	172942	173973	0.0	0.0	0.0
gene385	LOC101789119	NT_176019_1	+	254141	259185	0.0	0.0	0.0
gene387	LOC100723124	NT_176024_1	-	15067	15696	0.0	0.0	0.0
gene391	LOC100724787	NT_176025_1	+	180517	191776	0.0	0.0	0.0
gene392	LOC100723958	NT_176025_1	-	195756	205275	0.0	0.0	0.0
gene395	LOC101787099	NT_176029_1	+	50501	56476	0.0	0.0	0.0
gene393	LOC100725332	NT_176029_1	-	12	22211	0.0	0.0	0.0
gene398	LOC100726148	NT_176029_1	-	218518	225934	0.0	0.0	0.0
gene394	LOC100725605	NT_176029_1	+	31254	46239	0.0	0.0	0.0
gene397	LOC101787124	NT_176029_1	-	209308	214448	0.0	0.0	0.0
gene399	LOC100726425	NT_176031_1	-	8651	13234	0.0	0.0	0.0
gene402	LOC101787262	NT_176033_1	-	152370	175251	0.0	0.0	0.0
gene400	LOC101787212	NT_176033_1	+	58347	64487	0.0	0.0	0.0
gene403	LOC101787292	NT_176033_1	-	189124	192426	0.0	0.0	0.0
gene401	LOC101787230	NT_176033_1	-	100536	141322	0.0	0.0	0.0
gene405	LOC100727260	NT_176034_1	+	173267	175532	0.0	0.0	0.0
gene410	LOC100728921	NT_176036_1	+	254759	255715	0.0	0.0	0.0
gene409	LOC100728086	NT_176036_1	+	240515	241487	0.0	0.0	0.0
gene408	LOC101787451	NT_176036_1	+	161949	198993	0.0	0.0	0.0
gene406	LOC100728366	NT_176036_1	+	61730	63751	0.0	0.0	0.0
gene411	LOC101787494	NT_176037_1	-	33700	54803	0.0	0.0	0.0
gene413	LOC101787547	NT_176038_1	-	237900	242382	0.0	0.0	0.0
gene414	LOC101787565	NT_176038_1	-	243850	248334	0.0	0.0	0.0
gene412	LOC100729205	NT_176038_1	+	67352	103970	0.0	0.0	0.0
gene415	LOC101787588	NT_176040_1	-	270036	287170	0.0	0.0	0.0
gene418	LOC100731411	NT_176046_1	+	94601	100311	0.0	0.0	0.0
gene419	LOC100731682	NT_176046_1	-	141351	152372	0.0	0.0	0.0
gene420	LOC101787752	NT_176047_1	-	88911	93243	0.0	0.0	0.0
gene422	LOC100732511	NT_176048_1	-	33090	33709	0.0	0.0	0.0
gene425	LOC101787896	NT_176048_1	+	261465	262190	0.0	0.0	0.0
gene423	LOC100732780	NT_176048_1	-	83353	86056	0.0	0.0	0.0
gene421	LOC100732236	NT_176048_1	-	12763	13473	0.0	0.0	0.0
gene430	Adat3	NT_176050_1	+	79620	81080	0.0	0.0	0.0
gene435	Izumo4	NT_176050_1	+	179880	182641	0.0	0.0	0.0
gene429	Scamp4	NT_176050_1	+	74423	89213	0.0	0.0	0.0
gene433	Mknk2	NT_176050_1	-	143800	154712	0.0	0.0	0.0
gene438	Sf3a2	NT_176050_1	+	276931	282414	0.0	0.0	0.0
gene427	LOC100735587	NT_176050_1	-	35888	45949	0.0	0.0	0.0
gene431	Csnk1g2	NT_176050_1	+	113732	118520	0.0	0.0	0.0
gene436	Ap3d1	NT_176050_1	-	184140	222583	0.0	0.0	0.0
gene434	Mob3a	NT_176050_1	-	167703	179372	0.0	0.0	0.0
gene439	Amh	NT_176050_1	+	283056	285405	0.0	0.0	0.0
gene432	Btbd2	NT_176050_1	-	122693	144823	0.0	0.0	0.0
gene437	Dot1l	NT_176050_1	+	233357	277168	0.0	0.0	0.0
gene426	Rexo1	NT_176050_1	-	7473	29913	0.0	0.0	0.0
gene450	Icam1	NT_176051_1	+	165163	173034	0.0	0.0	0.0
gene444	Angptl6	NT_176051_1	-	55438	59277	0.0	0.0	0.0
gene449	Mrpl4	NT_176051_1	+	156204	162886	0.0	0.0	0.0
gene453	Zglp1	NT_176051_1	-	185315	189303	0.0	0.0	0.0
gene442	Rdh8	NT_176051_1	+	24996	28806	0.0	0.0	0.0
gene447	Dnmt1	NT_176051_1	-	79248	112526	0.0	0.0	0.0
gene451	Icam4	NT_176051_1	+	174785	175949	0.0	0.0	0.0
gene456	Icam3	NT_176051_1	-	208650	212619	0.0	0.0	0.0
gene460	Keap1	NT_176051_1	-	295611	299723	0.0	0.0	0.0
gene454	Fdx1l	NT_176051_1	-	189678	194397	0.0	0.0	0.0
gene459	Pde4a	NT_176051_1	+	254250	284133	0.0	0.0	0.0
gene443	LOC100716575	NT_176051_1	+	50967	55395	0.0	0.0	0.0
gene448	S1pr2	NT_176051_1	-	134609	135994	0.0	0.0	0.0
gene452	Icam5	NT_176051_1	+	177020	183758	0.0	0.0	0.0
gene457	Tyk2	NT_176051_1	-	216155	233165	0.0	0.0	0.0
gene441	Col5a3	NT_176051_1	-	492	23141	0.0	0.0	0.0
gene461	LOC100719635	NT_176056_1	+	31057	33292	0.0	0.0	0.0
gene470	Rnf126	NT_176063_1	-	86604	93580	0.0	0.0	0.0
gene475	LOC100721926	NT_176063_1	-	168112	176099	0.0	0.0	0.0
gene485	Cnn2	NT_176063_1	+	283447	289398	0.0	0.0	0.0
gene464	Tpgs1	NT_176063_1	+	17188	22234	0.0	0.0	0.0
gene469	Fgf22	NT_176063_1	+	83074	85367	0.0	0.0	0.0
gene473	Misp	NT_176063_1	+	138349	142469	0.0	0.0	0.0
gene478	Med16	NT_176063_1	-	194613	207554	0.0	0.0	0.0
gene482	Wdr18	NT_176063_1	+	257064	262488	0.0	0.0	0.0
gene467	Hcn2	NT_176063_1	+	48694	66104	0.0	0.0	0.0
gene471	Fstl3	NT_176063_1	+	103768	115294	0.0	0.0	0.0
gene476	Elane	NT_176063_1	+	185959	187932	0.0	0.0	0.0
gene465	Cdc34	NT_176063_1	+	25828	31432	0.0	0.0	0.0
gene487	LOC100727153	NT_176063_1	+	312749	321410	0.0	0.0	0.0
gene486	Abca7	NT_176063_1	+	291470	310409	0.0	0.0	0.0
gene474	Ptbp1	NT_176063_1	+	158647	166938	0.0	0.0	0.0
gene484	Tmem259	NT_176063_1	-	273155	280452	0.0	0.0	0.0
gene463	Madcam1	NT_176063_1	+	12752	16227	0.0	0.0	0.0
gene468	Polrmt	NT_176063_1	-	66109	76385	0.0	0.0	0.0
gene483	Grin3b	NT_176063_1	+	262620	272714	0.0	0.0	0.0
gene472	Palm	NT_176063_1	+	125223	133204	0.0	0.0	0.0
gene477	Cfd	NT_176063_1	+	190287	192436	0.0	0.0	0.0
gene481	Arid3a	NT_176063_1	+	232048	250557	0.0	0.0	0.0
gene466	Bsg	NT_176063_1	+	39384	45609	0.0	0.0	0.0
